Site_Name,RecyclingS,BankTypeNa,Latitude,Longitude
"Lorne Street","No. 41 Lorne Street","Paper Bank",55.965925686325,-3.1725902865676
"Lorne Street","No. 9 Lorne Street",Packaging,55.966334614945,-3.1739964635197
"Lorne Street","No. 41 Lorne Street",Packaging,55.965925686325,-3.1725902865676
"Lower Gilmore Place","Nos. 1 & 3 Lochrin Basin Lane","Paper Bank",55.941540562111,-3.2087095405039
"Lower Gilmore Place","Nos. 1 & 3 Lochrin Basin Lane",Packaging,55.941540562111,-3.2087095405039
"Lower Gilmore Place","No. 1 Lower Gilmore Place - Lower Gilmore Bank","Paper Bank",55.941377459088,-3.2088485542673
"Lower Gilmore Place","No. 1 Lower Gilmore Place - Lower Gilmore Bank","Bottle Bank - Mixed",55.941377459088,-3.2088485542673
"Lower Gilmore Place","Nos. 1 & 3 Lochrin Basin Lane","Bottle Bank - Mixed",55.941540562111,-3.2087095405039
"Lower Gilmore Place","Nos. 1 & 3 Lochrin Basin Lane",Packaging,55.941540562111,-3.2087095405039
"Lower Granton Road","Upper Strand Phase 1",Packaging,55.981348597032,-3.2365562036076
"Lower Granton Road","Nos.171, 172, 173 Lower Granton Road - Corinthian Quay","Paper Bank",55.981119743614,-3.223470862407
"Lower Granton Road","Nos.171, 172, 173 Lower Granton Road - Corinthian Quay","Bottle Bank - Mixed",55.981119743614,-3.223470862407
"Lower Granton Road","Nos.171, 172, 173 Lower Granton Road - Corinthian Quay","Bottle Bank - Mixed",55.981119743614,-3.223470862407
"Lower Granton Road","Nos.171, 172, 173 Lower Granton Road - Corinthian Quay","Paper Bank",55.981119743614,-3.223470862407
"Lower Granton Road","Nos.171, 172, 173 Lower Granton Road - Corinthian Quay","Bottle Bank - Mixed",55.981119743614,-3.223470862407
"Lower Granton Road","Nos.148 - 151 Lower Granton Road",Packaging,55.980264065264,-3.2209597121466
"Lower Granton Road","Opposite No. 22 Lower Granton Road",Packaging,55.979983616086,-3.2083860968368
"Lower Granton Road","Opposite No 30 Lower Granton Road","Paper Bank",55.980047150883,-3.2092374837552
"Lower Granton Road","Upper Strand Phase 1","Paper Bank",55.981348597032,-3.2365562036076
"Lower Granton Road","Nos.171, 172, 173 Lower Granton Road - Corinthian Quay","Paper Bank",55.981119743614,-3.223470862407
"Lower Granton Road","Opposite No. 22 Lower Granton Road","Paper Bank",55.979983616086,-3.2083860968368
"Lower Granton Road","Upper Strand Phase 1","Bottle Bank - Mixed",55.981348597032,-3.2365562036076
"Lower Granton Road","Opposite No 30 Lower Granton Road",Packaging,55.980047150883,-3.2092374837552
"Lower Granton Road","Upper Strand Phase 1",Packaging,55.981348597032,-3.2365562036076
"Lower Granton Road","Nos.148 - 151 Lower Granton Road","Paper Bank",55.980264065264,-3.2209597121466
"Lower Granton Road","Nos.148 - 151 Lower Granton Road","Bottle Bank - Mixed",55.980264065264,-3.2209597121466
"Lower Granton Road","Upper Strand Phase 1","Bottle Bank - Mixed",55.981348597032,-3.2365562036076
"Lower Granton Road","Upper Strand Phase 1","Paper Bank",55.981348597032,-3.2365562036076
"Lower Granton Road","Nos.148 - 151 Lower Granton Road",Packaging,55.980264065264,-3.2209597121466
"Lower Granton Road","Nos.148 - 151 Lower Granton Road",Packaging,55.980264065264,-3.2209597121466
"Lower London Road","53-55 Lower London Road",Packaging,55.95692048178,-3.1661514651214
"Lower London Road","Gable End No. 1 Sunnybank Terrace",Packaging,55.956395619465,-3.1627401526337
"Lower London Road","53-55 Lower London Road","Paper Bank",55.95692048178,-3.1661514651214
"Lower London Road","Gable End No. 1 Sunnybank Terrace","Paper Bank",55.956395619465,-3.1627401526337
"Lower London Road","Opposite No. 38 Lower London Road","Paper Bank",55.956956716337,-3.1661205210584
"Lower London Road","53-55 Lower London Road",Packaging,55.95692048178,-3.1661514651214
"Lower London Road","53-55 Lower London Road",Packaging,55.95692048178,-3.1661514651214
"Lower London Road","Opposite No. 38 Lower London Road",Packaging,55.956956716337,-3.1661205210584
"Lower London Road","53-55 Lower London Road","Textile Bank",55.95692048178,-3.1661514651214
"Lower London Road","53-55 Lower London Road","Bottle Bank - Mixed",55.95692048178,-3.1661514651214
"Lutton Place","Outside No. 38 Lutton Place",Packaging,55.94069606434,-3.1771430917799
"Lutton Place","Outside No. 24 Lutton Place","Paper Bank",55.940434293543,-3.1782078257454
"Madeira Street","RHS No. 5 Madeira Street","Paper Bank",55.975336852015,-3.1816404566328
"Madelvic Square","No. 1 Madelvic Square","Paper Bank",55.980849273435,-3.2325816209176
"Madelvic Square","No. 1 Madelvic Square",Packaging,55.980849273435,-3.2325816209176
"Magdalene Drive","Brunstane Primary School - No. 106 Magdalene Drive","Paper Bank",55.94202545674,-3.1034062981742
"Magdalene Drive","Brunstane Primary School - No. 106 Magdalene Drive",Packaging,55.94202545674,-3.1034062981742
"Maidencraig Crescent","North Local Housing Office","Paper Bank",55.957452022323,-3.247662821026
"Maidencraig Crescent","North Local Housing Office","Paper Bank",55.957452022323,-3.247662821026
"Main Street | Balerno","Balerno Library / Deanpark Primary School - No. 1 Main Street, Balerno",Packaging,55.884433506672,-3.3393239800381
"Main Street | Balerno","Balerno Library / Deanpark Primary School - No. 1 Main Street, Balerno",Packaging,55.884433506672,-3.3393239800381
"Main Street | Balerno","Balerno Library / Deanpark Primary School - No. 1 Main Street, Balerno","Paper Bank",55.884433506672,-3.3393239800381
"Main Street | Dalmeny","No. 18 Main Street - Dalmeny","Paper Bank",55.981649454785,-3.3752509146192
"Main Street | Kirkliston","Nos. 84 - 90 Main Street - Kirkliston",Packaging,55.955965378242,-3.4010401988492
"Main Street | Kirkliston","Nos. 84 - 90 Main Street - Kirkliston","Bottle Bank - Mixed",55.955965378242,-3.4010401988492
"Main Street | Kirkliston","Nos. 84 - 90 Main Street - Kirkliston",Packaging,55.955965378242,-3.4010401988492
"Main Street | Kirkliston","Nos. 84 - 90 Main Street - Kirkliston","Paper Bank",55.955965378242,-3.4010401988492
"Maitland Hog Lane | Kirkliston","No. 42 Maitland Hog Lane","Paper Bank",55.951504977635,-3.4084382334078
"Maitland Hog Lane | Kirkliston","No. 42 Maitland Hog Lane","Bottle Bank - Mixed",55.951504977635,-3.4084382334078
"Maitland Hog Lane | Kirkliston","No. 42 Maitland Hog Lane",Packaging,55.951504977635,-3.4084382334078
"Maitland Hog Lane | Kirkliston","No. 42 Maitland Hog Lane",Packaging,55.951504977635,-3.4084382334078
"Maitland Hog Lane | Kirkliston","No. 42 Maitland Hog Lane",Packaging,55.951504977635,-3.4084382334078
"Manse Road","Nos. 2 - 23 Manse Road - The Cedars",Packaging,55.942273317372,-3.2845924584331
"Manse Road","Nos. 2 - 23 Manse Road - The Cedars","Paper Bank",55.942273317372,-3.2845924584331
"Manse Road","Nos. 2 - 23 Manse Road - The Cedars",Packaging,55.942273317372,-3.2845924584331
"Mansfield Road | Balerno","Harmeny Education Trust Limited","Paper Bank",55.877227996866,-3.3326021515579
"Marchbank Gardens | Balerno","No 31, Deanpark Primary School",Packaging,55.879070917686,-3.3424482282679
"Marchmont Road","No. 77 Marchmont Road","Paper Bank",55.936173493968,-3.1942468894933
"Marchmont Road","No. 22 Marchmont Road",Packaging,55.938654904975,-3.1950276709171
"Marchmont Road","No. 22 Marchmont Road","Paper Bank",55.938654904975,-3.1950276709171
"Marchmont Road","No. 77 Marchmont Road",Packaging,55.936173493968,-3.1942468894933
"Marchmont Road","No. 130 Marchmont Road",Packaging,55.935426523824,-3.1943679754048
"Marchmont Road","No. 130 Marchmont Road","Paper Bank",55.935426523824,-3.1943679754048
"Mardale Crescent","Naipier University Merchiston Campus","Bottle Bank - Mixed",55.933542517091,-3.2142871041542
"Mardale Crescent","Naipier University Merchiston Campus","Bottle Bank - Mixed",55.933542517091,-3.2142871041542
"Mardale Crescent","Naipier University Merchiston Campus",Packaging,55.933542517091,-3.2142871041542
"Mardale Crescent","Naipier University Merchiston Campus","Bottle Bank - Mixed",55.933542517091,-3.2142871041542
"Mardale Crescent","Naipier University Merchiston Campus",Packaging,55.933542517091,-3.2142871041542
"Mardale Crescent","Edinburgh Napier University Merchisotn Campus","Bottle Bank - Mixed",-57.975036369964,-9.9836698946439
"Mardale Crescent","Edinburgh Napier University Merchisotn Campus","Bottle Bank - Mixed",-57.975036369964,-9.9836698946439
"Mardale Crescent","Naipier University Merchiston Campus",Packaging,55.933542517091,-3.2142871041542
"Mardale Crescent","Edinburgh Napier University Merchisotn Campus","Bottle Bank - Mixed",-57.975036369964,-9.9836698946439
"Margaret Rose Avenue","No. 1 Margaret Rose Avenue","Bottle Bank - Mixed",55.899502100074,-3.1943991438878
"Margaret Rose Avenue","No. 1 Margaret Rose Avenue","Paper Bank",55.899502100074,-3.1943991438878
"Marine Drive","Nos. 42 to 44 Marine Drive - Globetrotter Inn (Hostel)",Packaging,55.977942823817,-3.2684188643341
"Marine Drive","Nos. 42 to 44 Marine Drive - Globetrotter Inn (Hostel)",Packaging,55.977942823817,-3.2684188643341
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive",Packaging,55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive",Packaging,55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive",Packaging,55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive",Packaging,55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Paper Bank",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Paper Bank",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Paper Bank",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Paper Bank",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Bottle Bank - Mixed",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Bottle Bank - Mixed",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Bottle Bank - Mixed",55.975774477276,-3.2537652568939
"Marine Drive","Nos. 12, 14, 16, & 18 Marine Drive","Bottle Bank - Mixed",55.975774477276,-3.2537652568939
"Marionville Road","Opposite No. 39","Paper Bank",55.957339726594,-3.1607663338316
"Marionville Road","Opposite No. 39",Packaging,55.957339726594,-3.1607663338316
"Marionville Road","LHS No. 270 Marionville Road","Paper Bank",55.959464625291,-3.1507226564515
"Marionville Road","Opposite No. 39",Packaging,55.957339726594,-3.1607663338316
"Marionville Road","LHS No. 270 Marionville Road",Packaging,55.959464625291,-3.1507226564515
"Maritime Street","No. 52 Maritime Street","Paper Bank",55.974212098492,-3.1686106725848
"Maritime Street","No. 52 Maritime Street",Packaging,55.974212098492,-3.1686106725848
"Maritime Street","No. 42 Maritime Street",Packaging,55.974447778512,-3.1683934423359
"Market Street","City of Edinburgh Council Corner of New Street shutter door",Packaging,55.951451228144,-3.18281838381
"Marlborough Street","Opposite No. 2 Marlborough Street",Packaging,55.952181300905,-3.1111420903014
"Marlborough Street","Opposite No. 2 Marlborough Street","Paper Bank",55.952181300905,-3.1111420903014
"Matthew Street","Nos. 1 - 3 Matthew Street",Packaging,55.930558164084,-3.128417605813
"Matthew Street","Nos. 1 - 3 Matthew Street",Packaging,55.930558164084,-3.128417605813
"Matthew Street","Nos. 1 - 3 Matthew Street","Bottle Bank - Mixed",55.930558164084,-3.128417605813
"Matthew Street","Nos. 1 - 3 Matthew Street","Paper Bank",55.930558164084,-3.128417605813
"Maxwell Street","No. 7 Maxwell Street",Packaging,55.926322547721,-3.2101882139348
"Maxwell Street","No. 7 Maxwell Street","Paper Bank",55.926322547721,-3.2101882139348
"Maxwell Street","No. 2 Maxwell Street",Packaging,55.92629258835,-3.2095791158247
"Maxwell Street","No. 2 Maxwell Street","Paper Bank",55.92629258835,-3.2095791158247
"May Court","May Court","Paper Bank",55.973610494089,-3.2597843490318
"May Court","May Court",Packaging,55.973610494089,-3.2597843490318
"May Court","May Court",Packaging,55.973610494089,-3.2597843490318
"Mayfield Road","Edinburgh University - Kings Buildings","Bottle Bank - Brown",55.922434655002,-3.1793258494786
"Mayfield Road","Edinburgh University - Kings Buildings","Bottle Bank - Green",55.922434655002,-3.1793258494786
"Mayfield Road","Edinburgh University - Kings Buildings","Bottle Bank - Clear",55.922434655002,-3.1793258494786
"Mayfield Road","Edinburgh University - Kings Buildings",Packaging,55.922434655002,-3.1793258494786
"Mayfield Road","Edinburgh University - Kings Buildings","Paper Bank",55.922434655002,-3.1793258494786
"Mayfield Road","Edinburgh University - Kings Buildings",Packaging,55.922434655002,-3.1793258494786
"Mcdonald Road","Nos. 102 & 104 McDonald Road","Bottle Bank - Mixed",55.963478573743,-3.1851236932176
"Mcdonald Road","No. 4-6 Mcdonald Road",Packaging,55.961861790447,-3.182254936549
"Mcdonald Road","No. 4-6 Mcdonald Road",Packaging,55.961861790447,-3.182254936549
"Mcdonald Road","No. 4-6 Mcdonald Road","Paper Bank",55.961861790447,-3.182254936549
"Mcdonald Road","No. 4-6 Mcdonald Road",Packaging,55.961861790447,-3.182254936549
"Mcdonald Road","No. 4-6 Mcdonald Road",Packaging,55.961861790447,-3.182254936549
"Mcdonald Road","No. 4-6 Mcdonald Road","Bottle Bank - Mixed",55.961861790447,-3.182254936549
"Mcdonald Road","No. 4-6 Mcdonald Road","Paper Bank",55.961861790447,-3.182254936549
"Mcdonald Road","No. 90 Mcdonald Road",Packaging,55.96315498454,-3.1842006908478
"Mcdonald Road","No. 95 McDonald Road - The Stack","Paper Bank",55.964652240683,-3.185479975735
"Mcdonald Road","Nos. 102 & 104 McDonald Road",Packaging,55.963478573743,-3.1851236932176
"Mcdonald Road","Nos. 102 & 104 McDonald Road",Packaging,55.963478573743,-3.1851236932176
"Mcdonald Road","Nos. 102 & 104 McDonald Road","Paper Bank",55.963478573743,-3.1851236932176
"Mcdonald Road","No. 90 Mcdonald Road",Packaging,55.96315498454,-3.1842006908478
"Mcdonald Road","No. 95 McDonald Road - The Stack",Packaging,55.964652240683,-3.185479975735
"Mcdonald Road","No. 90 Mcdonald Road","Paper Bank",55.96315498454,-3.1842006908478
"Mcdonald Road","No. 132 Mcdonald Road",Packaging,55.964473245685,-3.1863395833871
"Mcdonald Road","No. 95 McDonald Road - The Stack","Bottle Bank - Mixed",55.964652240683,-3.185479975735
"Mcdonald Road","No. 95 McDonald Road - The Stack",Packaging,55.964652240683,-3.185479975735
"Mcdonald Road","No. 95 McDonald Road - The Stack",Packaging,55.964652240683,-3.185479975735
"Mcdonald Road","No. 132 Mcdonald Road",Packaging,55.964473245685,-3.1863395833871
"Mcleod Street","Tynecastle High School",Packaging,55.939815991623,-3.2304293080996
"Mcleod Street","Tynecastle Nursery School - No. 15 McLeod Street","Paper Bank",55.939625303647,-3.2315279420438
"Mcleod Street","Tynecastle High School",Packaging,55.939815991623,-3.2304293080996
"Mcleod Street","Tynecastle High School",Packaging,55.939815991623,-3.2304293080996
"Mcleod Street","Tynecastle High School",Packaging,55.939815991623,-3.2304293080996
"Meadow Place","LHS No. 10 Meadow Place","Paper Bank",55.940097587081,-3.1945117536187
"Meadow Place","LHS No. 10 Meadow Place",Packaging,55.940097587081,-3.1945117536187
"Meadow Place Road",Tesco,"Bottle Bank - Green",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Bottle Bank - Clear",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Paper Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Bottle Bank - Clear",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Bottle Bank - Green",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Paper Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Textile Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Textile Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Textile Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Textile Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Bottle Bank - Green",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Paper Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Paper Bank",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Bottle Bank - Brown",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,"Bottle Bank - Green",55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
"Meadow Place Road",Tesco,Packaging,55.940294804295,-3.2941971610095
Meadowbank,"No. 7 Meadowbank",Packaging,55.955030875313,-3.1569014155681
Meadowbank,"No. 7 Meadowbank","Paper Bank",55.955030875313,-3.1569014155681
"Meadowbank Crescent","Opposite No. 18 Meadowbank Crescent",Packaging,55.954713099207,-3.1543774345584
"Meadowbank Crescent","Opposite No. 18 Meadowbank Crescent","Paper Bank",55.954713099207,-3.1543774345584
"Meadowbank Crescent","LHS No. 2 Meadowbank Crescent",Packaging,55.954551086117,-3.1553655953215
"Meadowbank Crescent","LHS No. 2 Meadowbank Crescent","Paper Bank",55.954551086117,-3.1553655953215
"Meadowbank Crescent","Opposite No. 18 Meadowbank Crescent",Packaging,55.954713099207,-3.1543774345584
"Meadowbank Terrace","between communal bins",Packaging,55.955089431731,-3.1564066637493
"Meadowfield Drive","Parsons Green Primary Shool - No. 60 Meadowfield Drive","Paper Bank",55.947757940089,-3.1438260179673
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland Square","block B",Packaging,55.925768392352,-3.2379221112502
"Meggetland View","Meggetland View @ Car Park Space 7/9",Packaging,55.926506597926,-3.2368893558099
"Meggetland View","Meggetland View @ Car Park Space 7/9","Bottle Bank - Mixed",55.926506597926,-3.2368893558099
"Meggetland View","Meggetland View @ Car Park Space 2/2","Paper Bank",55.926135107255,-3.2363013645055
"Meggetland View","Meggetland View @ Car Park Space 2/18","Paper Bank",55.926226539888,-3.2361442327139
"Meggetland View","Meggetland View @ Car Park Space 3/9","Bottle Bank - Mixed",55.926392241753,-3.2357493984598
"Meggetland View","Meggetland View @ Car Park Space 3/9",Packaging,55.926392241753,-3.2357493984598
"Meggetland View","Meggetland View @ Car Park Space 3/9","Paper Bank",55.926392241753,-3.2357493984598
"Meggetland View","Meggetland View @ Car Park Space 2/18","Bottle Bank - Mixed",55.926226539888,-3.2361442327139
"Meggetland View","Meggetland View @ Car Park Space 2/18",Packaging,55.926226539888,-3.2361442327139
"Meggetland View","Meggetland View @ Car Park Space 2/2",Packaging,55.926135107255,-3.2363013645055
"Meggetland View","Meggetland View @ Car Park Space 2/2","Bottle Bank - Mixed",55.926135107255,-3.2363013645055
"Meggetland View","Meggetland View @ Car Park Space 7/9","Paper Bank",55.926506597926,-3.2368893558099
"Melgund Terrace","No. 7 Melgund Terrace",Packaging,55.961712244118,-3.1912529909115
"Melgund Terrace","No. 7 Melgund Terrace","Paper Bank",55.961712244118,-3.1912529909115
"Melville Terrace","No. 18 Melville Terrace",Packaging,55.939621784759,-3.1851634080129
"Melville Terrace","No. 18 Melville Terrace","Paper Bank",55.939621784759,-3.1851634080129
"Mentone Terrace","LHS No. 43 Mentone Terrace","Paper Bank",55.930769563497,-3.1759456931387
"Mentone Terrace","LHS No. 43 Mentone Terrace",Packaging,55.930769563497,-3.1759456931387
"Merchiston Avenue","Opposite No. 42 Merchiston Avenue",Packaging,55.93765879628,-3.2160168095373
"Merchiston Avenue","Opposite No. 48 Merchiston Avenue","Paper Bank",55.937960101596,-3.2164424893016
"Merchiston Avenue","Opposite No. 48 Merchiston Avenue",Packaging,55.937960101596,-3.2164424893016
"Merchiston Avenue","Opposite No. 42 Merchiston Avenue","Paper Bank",55.93765879628,-3.2160168095373
"Merchiston Crescent","No. 25-27 Merchiston Crescent",Packaging,55.934578520822,-3.2149278132244
"Merchiston Crescent","No. 25-27 Merchiston Crescent","Paper Bank",55.934578520822,-3.2149278132244
"Merchiston Gardens","No. 29 Merchiston Gardens","Paper Bank",55.929410836838,-3.2232010311178
"Merchiston Gardens","Opposite No. 21 Merchiston Gardens",Packaging,55.929560755556,-3.2225815331944
"Merchiston Gardens","Opposite No. 21 Merchiston Gardens","Bottle Bank - Mixed",55.929560755556,-3.2225815331944
"Merchiston Gardens","Opposite No. 21 Merchiston Gardens",Packaging,55.929560755556,-3.2225815331944
"Merchiston Gardens","Opposite No. 21 Merchiston Gardens","Paper Bank",55.929560755556,-3.2225815331944
"Merchiston Grove","Opposite No. 40 Ivy Terrace","Paper Bank",55.934482986936,-3.2299880923287
"Merchiston Grove","Opposite No. 40 Ivy Terrace",Packaging,55.934482986936,-3.2299880923287
"Merchiston Place","RHS No. 10 Merchiston Place",Packaging,55.935480413871,-3.2109380105817
"Merchiston Place","RHS No. 10 Merchiston Place","Paper Bank",55.935480413871,-3.2109380105817
"Mertoun Place","No. 37 Mertoun Place","Paper Bank",55.937681532528,-3.2191713017358
"Mertoun Place","No. 2 Mertoun Place","Paper Bank",55.936996511984,-3.2184774126176
"Mertoun Place","No. 2 Mertoun Place",Packaging,55.936996511984,-3.2184774126176
"Mertoun Place","No. 32 Mertoun Place",Packaging,55.9370485088,-3.2186711505811
"Mid Steil","No. 39 Mid Steil","Paper Bank",55.917550418992,-3.2267636119154
"Mid Steil","No. 39 Mid Steil",Packaging,55.917550418992,-3.2267636119154
"Mill Lane","No. 1 Mill Lane - Sikh Temple","Bottle Bank - Green",55.974777077301,-3.1753418736237
"Mill Lane","No. 1 Mill Lane - Sikh Temple","Bottle Bank - Brown",55.974777077301,-3.1753418736237
"Mill Lane","No. 1 Mill Lane - Sikh Temple","Bottle Bank - Clear",55.974777077301,-3.1753418736237
"Mill Lane","No. 16 Mill Lane","Paper Bank",55.974436614232,-3.176180825731
"Mill Lane","No. 20 Mill Lane",Packaging,55.974469334985,-3.1765183257601
"Mill Lane","No. 20 Mill Lane","Paper Bank",55.974469334985,-3.1765183257601
"Mill Lane","No. 20 Mill Lane",Packaging,55.974469334985,-3.1765183257601
"Millar Crescent","46+48 Millar Crescent","Bottle Bank - Mixed",55.927339837119,-3.2118204024413
"Millar Crescent","46+48 Millar Crescent","Paper Bank",55.927339837119,-3.2118204024413
"Millar Crescent","46+48 Millar Crescent","Bottle Bank - Mixed",55.927339837119,-3.2118204024413
"Millar Crescent","46+48 Millar Crescent","Bottle Bank - Mixed",55.927294451036,-3.211866999873
"Millar Crescent","46+48 Millar Crescent","Bottle Bank - Mixed",55.927294451036,-3.211866999873
"Millar Crescent","46+48 Millar Crescent",Packaging,55.927339837119,-3.2118204024413
"Millar Crescent","46+48 Millar Crescent","Paper Bank",55.927339837119,-3.2118204024413
"Millar Crescent","RHS No. 2 Millar Crescent","Paper Bank",55.927191651933,-3.2095271055672
"Millar Crescent","LHS No. 1 Millar Crescent",Packaging,55.927120261003,-3.2094768672604
"Millar Crescent","46+48 Millar Crescent",Packaging,55.927339837119,-3.2118204024413
"Millar Place","No. 6 Millar Place",Packaging,55.926753910519,-3.2120101710356
"Millar Place","RHS No. 1 Millar Place","Paper Bank",55.927051430484,-3.2109951630637
"Millar Place","RHS No. 1 Millar Place",Packaging,55.927051430484,-3.2109951630637
"Millar Place","No. 6 Millar Place","Paper Bank",55.926753910519,-3.2120101710356
"Millar Place","No. 6 Millar Place","Bottle Bank - Mixed",55.926753910519,-3.2120101710356
"Millerfield Place","Sciennes Primary School - No. 10 Sciennes Road",Packaging,55.938662446163,-3.1877436345996
"Millerfield Place","Sciennes Primary School - No. 10 Sciennes Road",Packaging,55.938662446163,-3.1877436345996
"Millerfield Place","Sciennes Primary School - No. 10 Sciennes Road","Paper Bank",55.938662446163,-3.1877436345996
"Milton Grove","Gable End No. 12 Milton Grove","Paper Bank",55.946572551918,-3.088195708272
"Milton Grove","Gable End No. 12 Milton Grove","Bottle Bank - Mixed",55.946572551918,-3.088195708272
"Milton Grove","Gable End No. 12 Milton Grove",Packaging,55.946572551918,-3.088195708272
"Milton Road East","Nos. 1-9 Tait Wynd",Packaging,55.943830470993,-3.0954679842951
"Milton Road East","Nos. 1-9 Tait Wynd","Bottle Bank - Mixed",55.943830470993,-3.0954679842951
"Milton Road East","internal bin store on the gable end of the block with a blue door",Packaging,55.945408207517,-3.0948720576639
"Milton Road East","internal bin store on the gable end of the block with a blue door",Packaging,55.945408207517,-3.0948720576639
"Milton Road East","Nos. 1-9 Tait Wynd",Packaging,55.943830470993,-3.0954679842951
"Milton Road East","Nos. 1-9 Tait Wynd","Paper Bank",55.943830470993,-3.0954679842951
"Milton Road East","internal bin store on the gable end of the block with a blue door",Packaging,55.945408207517,-3.0948720576639
"Milton Road East","Nos. 1-9 Tait Wynd",Packaging,55.943830470993,-3.0954679842951
"Milton Street","RHS No.2 & LHS No. 1",Packaging,55.955406999483,-3.1675153810159
"Milton Street","RHS No.2 & LHS No. 1",Packaging,55.955406999483,-3.1675153810159
"Mitchell Street","Nos. 30-39 Mitchell Street","Paper Bank",55.973578609513,-3.1652906769034
"Mitchell Street","RHS No. 7 Mitchell Street",Packaging,55.974165418413,-3.1659492821396
"Mitchell Street","No. 40 Mitchell Street","Paper Bank",55.974041022155,-3.1658013239182
"Mitchell Street","Nos. 30-39 Mitchell Street",Packaging,55.973578609513,-3.1652906769034
"Mitchell Street","RHS No. 7 Mitchell Street","Paper Bank",55.974165418413,-3.1659492821396
"Mitchell Street","No. 40 Mitchell Street",Packaging,55.974041022155,-3.1658013239182
"Mitchell Street","Nos. 30-39 Mitchell Street",Packaging,55.973578609513,-3.1652906769034
"Moat House","Moat House","Bottle Bank - Mixed",55.933442600107,-3.2396555589546
"Moat House","Moat House",Packaging,55.933442600107,-3.2396555589546
"Moat House","Moat House","Paper Bank",55.933442600107,-3.2396555589546
"Moat Street","No. 25 Moat Street","Paper Bank",55.931899673836,-3.2393981921121
"Moat Street","LHS No. 2 Moat Street",Packaging,55.931470465504,-3.2382960433728
"Moat Street","LHS No. 2 Moat Street","Paper Bank",55.931470465504,-3.2382960433728
"Moat Terrace","Nos. 32-34 Moat Terrace",Packaging,55.931865478966,-3.2401174010085
"Moat Terrace","Nos. 32-34 Moat Terrace",Packaging,55.931865478966,-3.2401174010085
"Moat Terrace","Nos. 32-34 Moat Terrace","Paper Bank",55.931865478966,-3.2401174010085
"Moat Terrace","Nos. 32-34 Moat Terrace","Bottle Bank - Mixed",55.931865478966,-3.2401174010085
"Moat Terrace","RHS No. 2 Moat Terrace",Packaging,55.931042487788,-3.2388586179878
"Moat Terrace","RHS No. 2 Moat Terrace","Paper Bank",55.931042487788,-3.2388586179878
